q1,q2,q3,energy,angular_momentum,lrl_x,lrl_y
5.565277576446533,6.544694900512695,5.403835773468018,-18.503296,-14.731974,-25.925919,36.0037
-4.127757549285889,4.915904998779297,-4.3223876953125,-12.474046,11.053894,-47.02365,68.85059
4.172977924346924,4.598295211791992,4.05917501449585,-12.668865,-11.377981,67.87854,-45.959995
4.111031532287598,5.018054962158203,3.909579277038574,-10.655697,-11.123623,-81.03515,28.219551
-8.812731742858887,9.826735496520996,-8.905797004699707,-8.7498665,22.813068,-2.2769952,-29.787981
-6.0067596435546875,7.1097636222839355,-6.013060569763184,-2.521853,14.360765,31.202396,-89.36573
-3.334108591079712,3.9864389896392822,-3.5613794326782227,-19.060375,9.012,-27.983356,78.23626
3.0376482009887695,3.5280258655548096,2.8841655254364014,-38.88559,-8.473721,-45.659042,48.280205
-3.515618085861206,4.154745101928711,-3.759445905685425,-9.288113,9.434893,-33.917747,84.82912
-3.653714656829834,4.3729939460754395,-3.846168279647827,-21.291458,9.833939,-59.082207,48.90043
5.181858062744141,5.847649097442627,5.0655999183654785,-11.815016,-13.968594,56.329876,-47.076706
7.06237268447876,8.013470649719238,6.929104328155518,-14.30489,-18.619312,7.638958,-4.821155
3.491194486618042,4.168076992034912,3.3244736194610596,-25.640429,-9.599277,-57.273796,44.658485
5.2258429527282715,5.9916887283325195,5.115981578826904,-17.89653,-14.07185,23.938988,-48.36622
-4.071691989898682,4.9832024574279785,-4.231698036193848,-9.073425,10.789114,-50.41723,-73.11444
2.7398972511291504,2.7422187328338623,2.653541326522827,-23.089466,-7.6986246,49.9451,-69.05445
11.15841007232666,11.933486938476562,11.01198673248291,-4.5270214,-29.662663,27.455551,35.774048
9.558347702026367,10.617207527160645,9.386107444763184,-4.8791656,-25.334349,-53.059093,-30.357052
7.846813678741455,8.844608306884766,7.725713729858398,-8.7960205,-20.836166,-1.6103547,-48.578777
-3.517662763595581,4.2570013999938965,-3.6987876892089844,-23.43705,9.407776,52.399055,55.728733
8.28942584991455,9.166823387145996,8.163372993469238,-8.542178,-21.821129,42.763443,-6.0308332
-9.04393482208252,10.057063102722168,-9.134828567504883,-6.085026,23.952408,-52.126564,17.339014
-6.338829517364502,7.256997108459473,-6.436527252197266,-13.831477,16.360119,8.636325,50.212822
5.318120002746582,6.294417381286621,5.155416488647461,-19.573341,-14.133905,-38.485264,26.43224
3.3919014930725098,3.9442288875579834,3.252622604370117,-18.785923,-9.48682,-60.222054,-54.697754
-4.621822834014893,5.48342752456665,-4.64904260635376,-4.706028,11.327976,93.70587,3.3795152
8.352421760559082,9.284427642822266,8.210321426391602,-9.86249,-21.856737,15.594225,18.271841
-7.937888145446777,8.958606719970703,-8.029706954956055,-10.317102,20.459648,-9.565403,-35.65226
3.143817901611328,3.3940601348876953,3.0108468532562256,-32.365677,-8.687296,70.16409,13.848581
3.51977801322937,3.7657630443573,3.4012200832366943,-17.719486,-9.661243,76.35356,-29.364422
4.155157089233398,4.952212810516357,3.9887359142303467,-26.565924,-11.241138,-38.394028,42.56749
4.655006408691406,5.523941516876221,4.4850029945373535,-18.690006,-12.448914,-13.951425,63.3433
7.409595012664795,8.218415260314941,7.287590026855469,-7.1810822,-19.544601,65.521324,-14.857037
8.436504364013672,9.433430671691895,8.29505729675293,-10.119454,-22.169521,-5.822008,-4.3509283
5.1148505210876465,5.816601276397705,5.002264499664307,-18.61743,-13.719147,47.544502,-27.043795
4.833019256591797,5.7964653968811035,4.667174816131592,-17.17284,-12.967755,-64.97168,1.7373043
-7.625149250030518,8.651803016662598,-7.710089206695557,-8.469423,19.446083,11.893181,-58.76331
3.171548843383789,3.560232400894165,3.0490546226501465,-43.724823,-8.898277,-28.136456,-47.792603
4.4650468826293945,5.433675765991211,4.271580696105957,-9.789879,-12.014982,-84.634544,3.2342799
8.393363952636719,9.327947616577148,8.224712371826172,-7.640597,-21.829712,9.85993,51.19315
-8.139723777770996,9.11429500579834,-8.221670150756836,-10.530515,20.814356,20.331203,-21.499203
-2.8168280124664307,3.3720409870147705,-3.0265324115753174,-37.790855,7.710759,-46.685738,57.677307
-7.222566604614258,8.160930633544922,-7.3076300621032715,-13.874926,18.51691,16.220606,14.904079
6.147182941436768,7.179931640625,5.979520320892334,-14.190965,-16.163082,-28.027435,42.424282
-2.73950457572937,3.2063987255096436,-2.9299745559692383,-21.740108,7.4724464,-79.06648,36.340984
9.752567291259766,10.705215454101562,9.63634204864502,-6.2065864,-25.958954,8.393105,-39.556637
-12.078059196472168,13.307994842529297,-12.12856388092041,1.6743457,34.856224,-104.330086,-56.424652
-5.201439380645752,6.217730522155762,-5.338143825531006,-9.460167,13.53377,-36.56696,-72.09267
3.770249366760254,4.621271133422852,3.5752999782562256,-10.895502,-10.302269,-75.16038,45.14526
-5.041287899017334,5.928131580352783,-5.163569927215576,-17.859768,12.964111,55.692207,29.91751
-3.569620132446289,4.290151596069336,-3.743398427963257,-32.534622,9.597364,-62.093414,12.2847595
3.3545949459075928,3.730242967605591,3.245128631591797,-30.282393,-9.36224,1.3946171,-68.47963
5.5942583084106445,6.40040922164917,5.4828200340271,-15.268386,-15.018728,25.459633,-49.63736
9.448406219482422,10.32310676574707,9.318644523620605,-6.8857746,-24.91711,38.03904,-1.6731453
-11.76741886138916,12.361891746520996,-11.831069946289062,-0.6626734,34.188255,-91.628944,-7.41734
-3.3794963359832764,5.752967357635498,-3.3057806491851807,-0.21817464,9.291353,93.38623,35.23275
-13.256811141967773,14.550769805908203,-13.395862579345703,4.579269,39.98313,116.21289,105.52661
6.2579145431518555,7.370815277099609,6.098026752471924,-11.23514,-16.597336,-60.483353,-12.322456
5.403774261474609,6.148902893066406,5.273063659667969,-16.637764,-14.353973,54.22136,14.285063
3.104318380355835,3.6049323081970215,2.9385509490966797,-15.414747,-8.695291,33.89116,80.74919
-4.782481670379639,5.706849575042725,-4.9061970710754395,-22.55612,12.391298,-11.8136215,-54.163788
5.415158748626709,6.427492618560791,5.260714530944824,-16.166954,-14.454895,-55.78522,-11.490532
-3.3750159740448,4.0565185546875,-3.5849151611328125,-20.166958,9.0980835,12.288017,80.68678
-4.32315731048584,5.1937737464904785,-4.4528656005859375,-10.884735,11.197384,84.032875,14.4565325
-3.2872493267059326,3.9587526321411133,-3.452981472015381,-28.741356,8.882351,-69.10672,-26.250675
6.530949115753174,7.327218055725098,6.408532619476318,-10.741156,-17.250187,59.801613,-5.5942955
4.98239278793335,5.8125128746032715,4.867496490478516,-10.28309,-13.59793,-15.35438,-77.21062
3.2447094917297363,3.8511524200439453,3.0802903175354004,-26.199924,-8.983538,-50.645172,56.623245
-7.737729072570801,8.765864372253418,-7.877654075622559,-3.3830502,20.070606,-28.590212,80.35556
-5.635496139526367,6.612731456756592,-5.735456466674805,-15.815057,14.3173485,32.597576,-49.53437
5.729370594024658,6.725337982177734,5.580240249633789,-18.359129,-15.233099,-38.011322,-5.8961544
3.3254716396331787,3.906118392944336,3.1716511249542236,-20.603806,-9.25762,-74.94543,-29.181263
2.861034870147705,3.3259191513061523,2.712409496307373,-11.156874,-8.188299,-77.52229,-49.941895
8.516870498657227,9.567583084106445,8.355267524719238,-9.317756,-22.345192,-25.464859,6.8330717
-3.642974615097046,4.45375919342041,-3.789677619934082,-17.023203,9.615845,82.7121,3.2601829
4.140255928039551,4.879481315612793,3.969777822494507,-13.136084,-11.205305,24.39952,78.14063
-5.972544193267822,6.921481609344482,-6.086619853973389,-17.428558,15.556082,-28.822468,27.094925
5.4588165283203125,6.401656627655029,5.328744888305664,-17.141533,-14.658098,-30.337196,-41.395645
5.088345050811768,6.042360782623291,4.913961410522461,-15.424554,-13.518999,-23.408936,61.75712
-4.908864498138428,5.788093566894531,-5.05233097076416,-10.601804,12.737362,43.17726,68.52477
5.662869453430176,6.534792423248291,5.561424732208252,-5.5433903,-15.327066,6.425131,-85.75679
4.073160171508789,4.607170581817627,3.9447340965270996,-29.705013,-11.061352,52.20227,-2.4284906
-4.432172775268555,5.345961570739746,-4.562522888183594,-20.738758,11.414683,47.92521,-47.946457
-3.685236930847168,4.459998607635498,-3.83359432220459,-19.695168,9.84487,-60.51062,-50.206512
4.245647430419922,4.984426021575928,4.077166557312012,-17.336979,-11.436462,18.13436,71.66624
2.7224507331848145,3.2490804195404053,2.5553579330444336,-18.143543,-7.739073,-63.071236,62.037632
-3.975193738937378,4.834688186645508,-4.117974758148193,-24.943283,10.389718,8.956461,-67.34027
-7.718189716339111,8.72525405883789,-7.808156490325928,-7.2569246,20.304796,-63.037918,6.5103207
-5.124999046325684,6.0313191413879395,-5.267999649047852,-16.661503,13.512606,-43.655853,44.829712
-6.047122478485107,6.999396324157715,-6.077641010284424,-4.9280424,14.826703,86.99756,-16.271152
3.1332345008850098,3.6545119285583496,2.9816322326660156,-18.013508,-8.797132,-77.15102,-35.490963
-3.350048303604126,4.114667892456055,-3.499058485031128,-20.262917,8.929855,-16.462517,-80.60622
5.11799955368042,5.972564220428467,4.995295524597168,-22.063465,-13.786056,-13.677612,-37.767277
-6.767951011657715,7.739648818969727,-6.860470294952393,-16.289604,17.359665,1.4531715,-13.412145
7.909172534942627,8.841825485229492,7.783295631408691,-10.829845,-20.841885,19.589794,-14.408743
6.913951873779297,7.950376033782959,6.759169578552246,-13.832611,-18.163273,-23.30511,18.165562
-3.1274805068969727,3.726545572280884,-3.3640456199645996,-18.663363,8.488834,-32.80896,78.9544
11.3704833984375,12.33224105834961,11.179624557495117,-1.2878944,-31.23394,-86.49829,2.2820587
-11.016526222229004,11.980114936828613,-11.08243465423584,-3.4004402,29.308506,59.618294,-24.571877
3.2641804218292236,3.0220999717712402,3.180079221725464,-5.28104,-8.78026,83.801765,-46.50808
8.790273666381836,9.733603477478027,8.657899856567383,-9.172621,-23.11082,13.866713,-3.0562527
-3.7722063064575195,4.581431865692139,-3.92358136177063,-29.77626,9.902091,63.986275,-8.157728
5.2755937576293945,6.199084281921387,5.1456828117370605,-17.812649,-14.200104,-31.823334,-42.46987
-3.187188148498535,3.9669342041015625,-3.3374245166778564,-20.415472,8.48876,71.14134,-44.684155
-3.8499808311462402,4.608678340911865,-4.033898830413818,-24.063797,10.312286,-52.72927,45.84301
-4.113987445831299,4.994204044342041,-4.251663684844971,-22.175537,10.71641,10.22185,-69.29768
9.784562110900879,10.725190162658691,9.626160621643066,-4.8174863,-25.637703,2.8677225,60.4879
-8.803834915161133,9.804617881774902,-8.891095161437988,-7.4225864,23.139603,-45.214455,-2.6329837
-4.038505554199219,4.796787738800049,-4.176870822906494,-8.759881,10.808949,-85.589424,25.051039
-10.79011058807373,11.759992599487305,-10.868847846984863,-4.0987415,28.47644,56.092117,14.362194
-4.640739440917969,5.536873817443848,-4.776400566101074,-20.838923,12.219563,-55.628708,-26.119034
-8.204549789428711,9.19642448425293,-8.290590286254883,-10.239394,21.036407,12.130113,-28.11355
-7.389985084533691,8.316228866577148,-7.468947410583496,-12.207486,19.006056,12.660971,31.941708
-3.971536159515381,4.74180269241333,-4.171630859375,-16.096268,10.589899,-9.948338,79.31441
-2.9871573448181152,3.6436426639556885,-3.1661248207092285,-29.585281,8.103796,69.747375,35.348034
-6.4704484939575195,7.434229850769043,-6.576990127563477,-15.013445,16.842518,-29.249918,25.033997
-7.825993061065674,8.811060905456543,-7.920883655548096,-11.875891,20.27762,-15.19861,1.6431081
-8.668920516967773,9.609957695007324,-8.745068550109863,-9.463858,22.249065,25.02324,-2.054556
3.4969873428344727,3.819669723510742,3.4112226963043213,-11.757479,-9.749658,27.426308,-83.74103
-2.660954475402832,3.28979229927063,-2.865673780441284,-12.330917,7.453621,68.07591,63.21032
-4.17875862121582,5.109519004821777,-4.304525852203369,-14.776615,10.799462,59.735527,-54.634438
-6.808320999145508,7.767066955566406,-6.899777412414551,-16.16209,17.428696,12.662918,-4.5688214
3.323401689529419,3.605956792831421,3.20104718208313,-32.12851,-9.168304,66.398605,-13.781164
-3.643510341644287,4.3829264640808105,-3.7618608474731445,-4.81152,9.425277,-77.34056,-56.245613
7.868749618530273,8.907681465148926,7.72802734375,-10.499461,-20.768307,-20.078915,-23.227795
7.0926995277404785,8.128976821899414,6.955673694610596,-11.217464,-18.816544,-24.169111,-38.373024
5.730442523956299,6.4903364181518555,5.613711833953857,-15.112891,-15.248196,51.365913,-18.270943
-5.963352680206299,6.8756103515625,-6.07299280166626,-13.8871975,15.453403,3.569192,57.918243
2.7745025157928467,2.876626968383789,2.63946533203125,-26.251131,-7.7293224,80.017685,21.460629
-4.750617980957031,5.714283466339111,-4.883638858795166,-12.561618,12.3864765,-28.749887,-72.93091
7.110768795013428,7.906854629516602,6.989251613616943,-7.463599,-18.720768,68.75665,-6.4050174
-4.215895652770996,5.0199875831604,-4.401529312133789,-17.744425,11.201521,-20.428047,71.622345
6.167750835418701,6.91447114944458,6.044546127319336,-9.717987,-16.384048,65.59995,-21.89315
-10.252457618713379,11.267919540405273,-10.357674598693848,-4.771838,26.933056,-15.142675,-53.36496
3.70485520362854,4.367312908172607,3.5325417518615723,-17.41116,-10.1373625,13.185924,79.04158
3.134003162384033,3.673129081726074,2.9702930450439453,-10.338221,-8.839872,42.153008,81.28589
6.5445146560668945,7.576014041900635,6.3698625564575195,-8.778531,-17.09153,-9.47877,69.14752
-10.061756134033203,11.068859100341797,-10.15877914428711,-5.8900356,26.690683,-39.219887,-8.352333
10.058257102966309,11.053905487060547,9.915292739868164,-6.5516157,-26.659973,-17.448711,-19.554176
9.861452102661133,10.89820384979248,9.67878532409668,-4.70046,-26.012268,-26.679771,54.103363
3.3889572620391846,3.788450002670288,3.262192964553833,-48.742294,-9.406274,16.991018,-32.95552
8.129968643188477,9.043720245361328,8.010910034179688,-8.565844,-21.529072,32.16301,-32.0154
3.5420405864715576,4.035913944244385,3.380690813064575,-20.969421,-9.690643,49.16075,60.372208
-5.407578945159912,6.307769298553467,-5.561305999755859,-8.602295,14.040415,21.662605,78.35263
10.530730247497559,11.540844917297363,10.350584030151367,-5.5695496,-27.922695,-35.84793,5.4795437
-8.175806999206543,9.173282623291016,-8.264381408691406,-10.503824,21.009644,5.371293,-26.424652
5.926609992980957,6.7655253410339355,5.8127546310424805,-14.141812,-15.861818,25.401733,-47.314552
3.4763827323913574,3.803828477859497,3.3500356674194336,-28.895828,-9.541229,68.56626,-6.132266
4.005027770996094,4.81689977645874,3.832787036895752,-21.803028,-10.867226,-54.273495,43.642384
5.034992218017578,5.792731761932373,4.886605262756348,-19.090538,-13.38969,40.989807,38.40039
-4.836723804473877,5.723525047302246,-4.964539051055908,-9.653247,12.878802,-81.27226,13.877058
-4.423169136047363,5.326340198516846,-4.561817646026611,-13.77977,11.678715,-56.845985,-54.86002
-3.5881295204162598,4.28148889541626,-3.7537574768066406,-13.360447,9.696745,-83.29419,23.443493
-5.115504741668701,6.057919979095459,-5.2360520362854,-19.307066,13.318733,-39.689003,-39.687183
-4.348642349243164,5.1823649406433105,-4.5072150230407715,-24.229523,11.382886,37.56344,48.063946
8.377392768859863,9.352959632873535,8.26995849609375,-5.384826,-22.399284,9.155896,-67.176895
5.769513130187988,6.826724052429199,5.616353988647461,-13.696814,-15.36775,-57.048725,-16.611752
-3.175990343093872,3.7982985973358154,-3.290652275085449,-8.339706,8.581381,-91.32788,-20.759224
5.622148513793945,6.419581413269043,5.509012222290039,-17.588987,-15.020386,31.635788,-32.597588
7.180569171905518,8.223259925842285,7.0041046142578125,-10.270706,-18.7462,-21.404785,48.19931
4.725014686584473,5.484757900238037,4.562144756317139,-13.388376,-12.611811,38.92836,65.004105
-3.6651875972747803,4.4714250564575195,-3.818157434463501,-16.575092,9.707508,80.94627,17.993683
10.352239608764648,11.188700675964355,10.2649507522583,-1.922049,-29.315153,-75.59973,-31.323273
6.515361309051514,7.420594692230225,6.367298126220703,-14.087894,-17.091946,23.139093,35.120613
-4.723506927490234,6.609399795532227,-4.733933925628662,1.2062178,12.304824,98.640625,-25.20492
-5.4271979331970215,6.404244899749756,-5.530421257019043,-15.747182,13.8316345,25.164673,-57.805023
7.945306777954102,8.902592658996582,7.807603359222412,-11.38872,-20.850231,8.296866,5.392147
-7.110419273376465,8.110210418701172,-7.204317092895508,-13.518154,18.359505,-21.963882,-20.110268
2.8570497035980225,2.9915716648101807,2.724391460418701,-28.912964,-7.9436073,77.85855,17.005331
-9.059391021728516,9.960572242736816,-9.132814407348633,-7.6643963,23.302086,33.951645,22.889877
-3.683703660964966,4.466965198516846,-3.8441524505615234,-31.934116,9.730156,61.607433,12.559561
-6.0175700187683105,7.0600266456604,-6.103153228759766,-6.436528,15.193085,19.679382,-81.49379
-4.394586563110352,5.264185905456543,-4.534149646759033,-16.249414,11.661802,-68.78906,-29.125607
-3.9468259811401367,4.78567361831665,-4.089902877807617,-24.835197,10.386722,-21.780388,-64.552086
2.7474613189697266,3.0564703941345215,2.622670888900757,-23.623268,-7.841693,-61.198627,-57.87433
3.0368149280548096,3.582979917526245,2.8808887004852295,-13.469221,-8.556269,-85.78035,-25.876112
-6.4176344871521,7.39001989364624,-6.483515739440918,-9.418754,16.058441,64.27668,-31.793316
3.6276066303253174,4.4314985275268555,3.4237923622131348,-8.710678,-9.902245,-85.477104,31.391405
4.2186713218688965,4.7385640144348145,4.082971096038818,-18.395756,-11.389232,70.84713,14.432245
8.22226333618164,9.138314247131348,8.074116706848145,-9.381668,-21.462067,20.453695,30.641045
-3.0610063076019287,3.654505968093872,-3.259220600128174,-29.645737,8.319145,-63.020004,43.875122
-8.629812240600586,9.59140396118164,-8.714339256286621,-9.221334,22.483551,-11.683375,23.249458
-3.4057412147521973,4.100272178649902,-3.5746922492980957,-29.795773,9.186508,-69.07901,-14.10834
7.9224042892456055,8.872854232788086,7.778421401977539,-11.147916,-20.738342,9.796431,17.750078
9.11825180053711,10.047028541564941,8.991615295410156,-8.129013,-24.053165,19.57172,-14.518627
-9.466390609741211,10.477673530578613,-9.559268951416016,-7.417468,24.834812,-24.167831,-16.315907
4.582245826721191,5.497623920440674,4.405186653137207,-17.50962,-12.278383,-38.77352,56.719955
3.7008843421936035,4.3657636642456055,3.5545849800109863,-20.085783,-10.233695,-63.639675,-41.74781
6.332802772521973,7.230092525482178,6.215665817260742,-13.01496,-16.9109,15.342923,-48.172604
-3.720898389816284,4.53229284286499,-3.8686230182647705,-26.620815,9.822996,-14.600217,-68.1871
-3.3453657627105713,4.002589702606201,-3.5704989433288574,-19.525143,9.039666,-22.706451,79.33096
-4.067066669464111,4.815395832061768,-4.256346225738525,-9.220272,10.88478,-58.795723,66.01709
-8.155057907104492,9.108569145202637,-8.230317115783691,-10.003818,20.772861,33.17828,-16.299423
3.493480920791626,3.797947883605957,3.355924367904663,-19.618576,-9.555719,79.367874,10.859638
-5.414895534515381,6.3059401512146,-5.532387733459473,-12.224983,13.981283,34.9739,63.22532
-7.160114765167236,8.163603782653809,-7.246765613555908,-12.154495,18.266315,8.536375,-42.617283
-7.804348945617676,8.794499397277832,-7.898434162139893,-6.9598703,20.517952,-34.0122,54.618217
6.212925434112549,7.246799468994141,6.047421455383301,-14.504177,-16.33672,-28.348454,38.136215
10.148695945739746,11.179974555969238,9.966745376586914,-6.0188227,-26.824366,-35.50645,8.811664
-6.138057231903076,7.039809703826904,-6.227170467376709,-12.528886,15.626469,51.80772,34.600433
-6.81868839263916,7.803960800170898,-6.910269260406494,-15.327923,17.48059,-2.5754957,-25.016562
6.734908580780029,7.841212749481201,6.560815811157227,-5.0582504,-17.439123,0.1786017,83.206406
-5.335931301116943,6.357978343963623,-5.4681477546691895,-7.926485,13.725029,-11.405615,-82.96739
-3.8728229999542236,4.665671348571777,-4.025121688842773,-21.70788,10.337555,-66.636734,-30.330181
4.734303951263428,5.672572612762451,4.564605236053467,-19.502666,-12.687883,-56.919186,21.93253
8.401381492614746,9.438518524169922,8.268500328063965,-7.8413982,-22.277172,-19.061802,-43.05474
-6.102644443511963,7.083645343780518,-6.210354804992676,-15.0417185,15.918233,-48.171303,-7.5286064
-6.342465877532959,7.33792781829834,-6.443920135498047,-14.049995,16.47519,-42.924706,-23.026794
5.994250774383545,6.917276859283447,5.830484390258789,-9.135923,-15.710232,20.85426,71.10133
5.727429389953613,6.8350419998168945,5.538135051727295,-9.963512,-15.125986,-52.577747,51.73362
-4.391539096832275,5.341345310211182,-4.485908508300781,-9.61392,11.210388,79.47641,-35.59609
4.8593220710754395,5.638431549072266,4.699609279632568,-17.219814,-12.933989,30.655746,57.435944
2.606534004211426,3.091993808746338,2.437047004699707,-17.700592,-7.4855404,-42.58496,78.758354
3.9028356075286865,4.676664352416992,3.743528127670288,-15.970232,-10.718201,-75.1629,-26.100178
-6.203555583953857,7.168332099914551,-6.300572395324707,-18.686249,15.858013,13.405071,-20.54244
-2.9364593029022217,3.738527774810791,-3.051311492919922,-8.903384,7.867651,87.75616,-34.592224
8.993829727172852,10.116019248962402,8.81620979309082,-5.568902,-23.728945,-59.569992,-13.421249
4.54447078704834,5.381755828857422,4.388972759246826,-27.681166,-12.258619,-40.988434,0.66194016
7.106941223144531,8.0575590133667,6.940113067626953,-9.955827,-18.51539,10.145855,55.416153
3.1883935928344727,3.816779851913452,3.019721746444702,-21.60758,-8.8563595,-59.67277,55.22293
-7.731015682220459,8.688880920410156,-7.817567825317383,-12.5674715,19.869427,8.373064,2.6009576
-2.846010446548462,3.518984794616699,-3.013652801513672,-22.57477,7.7572513,85.161865,5.530526
2.8501079082489014,3.351085662841797,2.6847152709960938,-14.536358,-8.137429,18.06282,88.02616
-3.171900510787964,3.825544834136963,-3.3221209049224854,-16.868332,8.591891,-73.66032,-45.647552
-4.376338481903076,5.230889320373535,-4.518434047698975,-14.717112,11.405096,67.7537,39.758545
7.150909423828125,8.187835693359375,6.977557182312012,-10.664309,-18.675306,-19.890442,46.536514
-2.7383062839508057,3.322204351425171,-2.9389896392822266,-43.91417,7.5407333,31.180819,63.510643
-9.060220718383789,10.066062927246094,-9.15400218963623,-8.481197,23.503233,-0.73010445,-25.088123
-5.0049662590026855,5.905925273895264,-5.074227333068848,-6.2464952,12.518707,89.57912,-4.207096
3.6685357093811035,4.062769412994385,3.521583318710327,-16.317127,-10.006446,77.19823,27.79932
-10.239022254943848,10.92227840423584,-10.329550743103027,-1.1451461,28.055313,82.05435,-38.26739
3.120558977127075,3.512822389602661,2.9561805725097656,-14.647962,-8.706726,62.614113,62.117905
-10.585679054260254,11.542989730834961,-10.673538208007812,-5.8218546,27.657515,31.045845,-11.37724
4.851108551025391,5.707164764404297,4.7223405838012695,-13.216974,-13.221691,-32.342796,-65.8251
-3.4584803581237793,4.609285831451416,-3.501024007797241,1.6179502,8.762186,87.833855,-50.33543
-4.304292678833008,5.1278204917907715,-4.478015899658203,-19.248756,11.459814,-47.54957,51.80017
5.879572868347168,6.753323078155518,5.735785961151123,-18.333382,-15.527485,23.234192,24.89405
-2.9770607948303223,3.632636785507202,-3.166646718978882,-22.609459,8.130091,63.558105,54.511208
10.602404594421387,11.39088249206543,10.484264373779297,-4.293973,-28.325073,55.079845,8.718713
6.788919448852539,7.792408466339111,6.643193244934082,-15.26134,-17.890293,-13.574387,6.8236775
-8.844231605529785,9.823956489562988,-8.925349235534668,-5.840787,23.35062,-29.211592,52.69996
3.5587525367736816,4.621305465698242,3.3845715522766113,-4.1943626,-9.549778,-80.35083,52.71348
-9.098130226135254,10.198386192321777,-9.225775718688965,-3.6077547,24.506973,-74.421616,-11.307089
-4.673491477966309,5.540887832641602,-4.8324761390686035,-17.714037,12.390263,-48.32849,47.175064
-4.763193607330322,5.625299453735352,-4.910650730133057,-21.990494,12.407068,23.91679,51.553444
4.267779350280762,5.1991729736328125,4.0778632164001465,-9.3202715,-11.51824,-86.71283,-2.8018374
-4.783957481384277,5.655371189117432,-4.916436195373535,-13.705425,12.408237,52.840942,54.658394
5.689393043518066,6.587118148803711,5.569796085357666,-17.802673,-15.239941,-4.4027305,-41.365044
-3.981698513031006,4.817892551422119,-4.131034851074219,-35.859207,10.491461,-11.97574,-44.299873
-3.8316733837127686,4.496523380279541,-3.944971799850464,-2.2032628,9.217909,-60.766663,77.02589
5.482786655426025,6.463663578033447,5.336078643798828,-18.328875,-14.63941,-43.26509,-16.490147
6.0477614402771,6.768505096435547,5.928799152374268,-8.16656,-16.123625,67.91184,-33.791092
7.163091659545898,8.035306930541992,7.031240463256836,-9.993521,-18.744602,43.629967,32.768562
-4.337731838226318,5.21483039855957,-4.4741010665893555,-21.027351,11.400433,-42.77767,-52.002197
5.790930271148682,6.9221649169921875,5.604443550109863,-8.838556,-15.344942,-76.381935,-1.8486941
-5.000204563140869,5.943423748016357,-5.127389907836914,-5.5520687,13.094758,-78.81516,-43.40644
4.219210624694824,5.192521095275879,4.032248020172119,-9.671335,-11.431482,-59.139885,63.04603
-5.7164177894592285,6.683004379272461,-5.831860542297363,-14.59397,14.994352,-58.389664,-5.320282
10.630228996276855,11.487316131591797,10.504615783691406,-5.1857395,-28.438492,25.235298,-31.229263
-7.272886276245117,8.248703956604004,-7.351190090179443,-11.591487,18.430405,33.305275,-31.874306
-4.429892063140869,5.297348499298096,-4.544729709625244,-5.820944,11.778543,-90.80617,-11.794418
6.152689456939697,7.089158535003662,5.985228061676025,-11.872865,-16.115047,9.525913,61.176937
-3.5686192512512207,4.333067417144775,-3.7292637825012207,-42.823982,9.473375,47.995872,3.1516447
-2.9382028579711914,3.620920181274414,-3.0965280532836914,-37.226883,7.8712583,50.066307,-53.669872
-3.1868607997894287,3.852856397628784,-3.3413772583007812,-26.47619,8.601898,-58.42404,-51.65793
